Age,Income,Credit_History,Loan_Amount,Existing_Debt,Employment_Status,Credit_Score
58,19386,2,26934,12398,0,0.0
52,29522,1,32182,3110,1,0.0
18,36224,0,13903,8326,0,0.0
38,24635,0,32186,13606,0,0.0
23,10671,2,16725,8801,1,0.0
45,43545,2,17070,11226,0,0.0
34,36855,0,41109,3774,0,0.0
22,45790,2,21068,258,0,0.0
48,24260,0,10550,6868,0,0.0
22,11074,1,23167,6817,1,0.0
55,19475,2,30443,5744,1,0.0
20,22878,2,19688,12092,1,0.0
40,25120,1,43351,16621,1,0.0
54,33147,0,34548,3355,1,0.0
54,11986,0,17113,7904,0,0.0
27,42430,2,27289,1158,0,0.0
27,27430,0,23160,594,1,0.0
36,12176,0,38849,18134,1,0.0
34,28722,1,24309,16786,0,0.0
38,28617,1,41852,10427,1,0.0
31,37115,1,45396,18924,1,0.0
26,47376,2,11195,10494,0,0.0
63,21906,1,6011,7490,0,0.0
18,16610,1,29286,14760,1,0.0
62,23411,0,38581,5534,1,0.0
30,19180,1,17138,5286,0,0.0
21,20073,2,31719,1613,1,0.0
18,47251,1,38040,12772,1,0.0
57,40960,2,25028,5651,0,0.0
49,15901,0,21192,3552,1,0.0
51,48897,0,23100,11870,1,0.0
45,14482,1,11276,16061,1,0.0
48,35428,0,32551,4996,0,0.0
25,17400,1,11828,1464,0,0.0
56,49574,0,38124,6282,0,0.0
43,17396,2,18654,6245,1,0.0
51,17338,0,5203,6611,1,0.0
20,22500,1,25129,3100,1,0.0
29,21545,1,11614,4113,0,0.0
18,15241,1,38264,4093,1,0.0
61,33778,2,17989,8124,0,0.0
22,32821,0,6579,10228,1,0.0
47,14695,1,9876,3579,1,0.0
47,21530,2,45618,9571,0,0.0
34,24318,2,9125,7566,1,0.0
64,32331,2,10328,9233,1,1.0
40,36355,0,47040,1573,0,0.0
32,21324,0,16696,12663,1,0.0
54,38149,0,41147,9555,1,0.0
38,13218,2,21119,15509,1,0.0
31,30141,0,29017,9202,1,0.0
19,46784,1,31204,13003,0,0.0
28,12837,2,24562,17640,1,0.0
56,49802,0,29428,17511,0,0.0
55,24379,2,26497,11886,1,0.0
51,14239,2,8372,19168,1,0.0
55,30812,0,28147,1049,1,0.0
51,39669,2,22453,5183,0,0.0
35,19611,0,38960,2301,1,0.0
47,14150,0,22197,16413,1,0.0
32,21109,0,38920,12297,0,0.0
44,44214,2,6883,11352,0,0.0
51,36016,2,21651,9362,1,1.0
55,21936,0,25055,3198,0,0.0
50,21036,2,7812,10937,0,0.0
41,49236,0,35445,13930,1,0.0
32,24021,1,11562,17748,0,0.0
47,46943,2,12013,9733,1,1.0
59,47848,2,10177,2695,0,0.0
34,25471,1,25469,6645,0,0.0
22,33244,1,36229,8149,1,0.0
46,48985,1,34101,15032,1,0.0
21,48440,0,32987,13147,1,0.0
27,11502,0,28105,10658,0,0.0
34,44178,1,28467,10433,1,0.0
27,13770,0,22433,17379,1,0.0
34,14001,2,23217,6865,1,0.0
37,30946,1,36308,13610,0,0.0
41,10598,2,13989,10715,1,0.0
22,40316,0,42235,2631,1,0.0
51,35567,1,24359,263,0,0.0
23,36508,0,10155,7684,1,0.0
19,49159,2,12961,13830,1,0.0
30,40276,0,28983,10716,1,0.0
60,33671,2,12186,5043,1,1.0
60,26450,0,12506,5116,0,0.0
28,24908,2,46026,16303,1,0.0
64,45518,0,35225,19517,1,0.0
40,41212,1,12791,1636,1,1.0
33,16806,1,32597,8822,1,0.0
48,49197,0,11770,7811,1,0.0
28,28015,2,14893,15223,0,0.0
33,49220,0,30154,10581,1,0.0
25,27158,1,29318,17482,1,0.0
21,25456,2,45755,16673,1,0.0
57,37588,0,44933,2604,0,0.0
21,32491,0,18514,207,1,0.0
42,34188,2,36358,8463,0,0.0
20,37079,0,27438,3678,1,0.0
49,14019,1,42273,3468,1,0.0
20,22419,1,32456,12671,0,0.0
44,43697,2,28631,9476,1,1.0
46,29396,0,10807,4986,1,0.0
49,49032,0,11256,9854,0,0.0
36,39892,1,20156,15526,1,0.0
38,17973,2,16908,9233,1,0.0
22,31113,2,29435,6803,1,1.0
35,21136,2,9284,18678,0,0.0
45,29203,1,35432,11905,0,0.0
59,41285,1,19438,2461,1,1.0
39,33039,2,39922,7945,1,0.0
38,11184,2,45510,5673,0,0.0
23,32727,0,19227,10954,1,0.0
18,26911,0,19265,14004,1,0.0
22,10916,2,24188,10420,0,0.0
58,13574,1,23604,19751,0,0.0
29,46087,1,33565,13967,0,0.0
43,27790,0,37588,17327,1,0.0
63,27625,2,46958,4156,1,0.0
51,15206,1,37074,12251,0,0.0
31,29517,1,22105,13520,1,0.0
43,47696,1,30790,16549,1,0.0
62,26105,1,28358,1905,1,0.0
44,45656,0,35944,19440,1,0.0
26,12690,1,27187,9515,0,0.0
43,46859,1,9025,16734,1,0.0
64,10690,2,33155,15420,0,0.0
39,35103,2,29512,3309,1,1.0
64,44263,0,20907,5661,0,0.0
47,21085,0,19469,931,0,0.0
60,35825,0,42924,3838,1,0.0
34,20720,0,19410,14192,0,0.0
43,48641,1,48763,9305,1,0.0
53,47271,2,42580,10378,1,0.0
18,21720,1,13650,8058,0,0.0
25,10897,1,31277,1989,0,0.0
52,27094,1,7456,9577,0,0.0
32,46463,2,21590,19868,0,0.0
64,45454,0,32892,15195,1,0.0
39,33572,0,22740,1116,1,0.0
31,48546,2,16788,9419,0,0.0
43,25150,2,28845,6962,0,0.0
45,26799,0,12156,5967,0,0.0
40,19663,1,13151,15981,1,0.0
31,46948,0,31515,11797,0,0.0
41,47030,2,15987,8871,1,1.0
19,37007,0,17560,19053,1,0.0
62,45283,0,7673,1191,0,0.0
43,35671,0,11823,17514,1,0.0
31,35385,2,44644,17787,1,0.0
24,21236,2,33365,5630,1,0.0
20,32024,0,43741,9522,0,0.0
64,49384,0,13282,5030,0,0.0
40,27376,1,46435,1381,1,0.0
63,47138,1,13056,16753,0,0.0
60,28157,0,39814,5092,1,0.0
64,29945,2,26691,14557,0,0.0
62,46584,1,45504,8567,1,0.0
35,33017,0,41458,14616,0,0.0
55,11756,1,33601,19144,0,0.0
52,45141,1,26013,1943,1,1.0
32,12576,1,40513,17341,0,0.0
42,35467,2,28407,15975,1,0.0
54,46952,0,29660,14133,0,0.0
45,41205,2,7639,17917,0,0.0
27,45165,2,26320,6885,0,0.0
56,22674,1,5076,8601,0,0.0
34,32353,0,11473,53,1,0.0
56,39849,1,15622,4796,1,1.0
39,14535,2,23808,14045,1,0.0
43,27118,2,10296,18780,1,0.0
61,10632,0,27951,12841,0,0.0
42,23280,2,27470,15516,0,0.0
34,24746,2,5405,14416,1,0.0
30,47036,0,20345,7253,1,0.0
37,29285,1,5397,10416,1,0.0
42,28047,0,19665,18942,1,0.0
21,20207,2,19560,11882,0,0.0
27,15591,0,31376,11365,1,0.0
20,37757,1,24857,18904,0,0.0
58,26226,2,37506,14133,0,0.0
62,39732,1,47768,10433,0,0.0
35,37206,1,42757,17721,0,0.0
64,30256,0,25310,12281,0,0.0
53,43822,1,23328,14008,0,0.0
64,19784,0,46397,2294,0,0.0
39,47029,0,43159,19061,1,0.0
51,45157,1,37990,72,1,0.0
64,29937,0,12830,7236,0,0.0
25,21219,0,41768,15089,1,0.0
57,19399,1,24048,16346,0,0.0
61,43312,2,26748,18525,1,0.0
36,37657,0,10393,10237,1,0.0
59,30047,0,28885,11694,1,0.0
58,45007,1,5603,3501,1,1.0
54,20559,0,11295,10468,1,0.0
23,30157,1,46148,18461,1,0.0
43,45395,2,12103,9840,1,1.0
51,16618,2,30251,8526,1,0.0
62,16780,1,19546,12464,0,0.0
23,37050,2,20456,11063,0,0.0
54,18015,1,23228,2615,0,0.0
50,13130,0,19674,14744,1,0.0
39,38083,2,5046,13064,0,0.0
38,26480,0,5819,13589,0,0.0
23,45476,0,41575,932,1,0.0
23,48165,1,24406,17019,0,0.0
21,21528,2,6080,19613,0,0.0
47,15914,2,8146,17574,1,0.0
28,47136,0,16926,15544,1,0.0
47,21179,0,20930,5508,0,0.0
48,30472,1,20287,11,1,1.0
41,22076,2,44509,12194,1,0.0
26,34783,1,39985,13118,0,0.0
20,23824,1,7886,8060,1,0.0
48,14299,1,18344,448,0,0.0
57,18118,2,27018,7661,1,0.0
54,20756,1,46755,2496,1,0.0
53,17953,2,12293,5885,0,0.0
41,47552,1,8006,426,1,1.0
48,25185,0,44726,7099,1,0.0
23,24674,1,29356,19553,0,0.0
19,43927,1,48349,12918,1,0.0
37,10386,2,41911,12513,1,0.0
45,36617,0,19699,16830,1,0.0
28,17192,0,33434,11927,1,0.0
21,20745,2,22602,2250,0,0.0
32,40020,2,45786,13608,1,0.0
23,31159,0,14952,2681,1,0.0
47,13409,2,46684,17785,1,0.0
55,35745,0,35489,3407,1,0.0
19,39455,1,37905,6761,1,0.0
32,48910,1,18381,16133,0,0.0
28,48735,0,18893,17427,1,0.0
25,39166,0,33130,13555,0,0.0
43,49973,1,35415,391,0,0.0
62,38072,1,24143,4819,0,0.0
61,22109,0,37826,5984,0,0.0
22,12484,2,5388,17669,1,0.0
23,44622,2,17116,6363,0,0.0
43,12597,0,24806,5127,1,0.0
21,13983,2,44780,6589,1,0.0
36,49452,1,9852,10626,0,0.0
37,27040,1,13627,12512,0,0.0
50,40554,2,34048,15700,1,0.0
37,37916,0,39750,4037,0,0.0
29,36372,1,32014,6854,1,0.0
64,49080,1,16060,19633,0,0.0
18,39048,1,48179,1543,1,0.0
43,29669,2,13209,17175,1,0.0
31,19777,0,43197,13850,0,0.0
55,46331,2,17158,12868,0,0.0
54,30968,0,23076,6098,0,0.0
28,47809,0,9376,7448,0,0.0
53,21292,2,24651,7211,1,0.0
30,23923,1,28948,7798,0,0.0
60,37703,0,23079,12652,1,0.0
20,28657,2,18978,1716,1,0.0
50,13629,1,17705,3636,1,0.0
23,12114,0,31907,11556,1,0.0
27,44445,0,26831,7870,0,0.0
22,45862,1,48629,13682,0,0.0
40,35574,0,12965,12365,1,0.0
27,42349,2,15248,8380,1,1.0
61,32257,0,28633,5726,0,0.0
19,45052,0,34503,7557,0,0.0
30,47820,1,12461,2718,1,1.0
57,27973,2,31998,18789,1,0.0
19,35737,1,17821,7887,1,1.0
37,22047,2,24870,8003,0,0.0
18,32113,1,18410,15523,0,0.0
54,10694,0,27185,9094,0,0.0
26,25588,2,24133,8532,1,0.0
34,30067,2,29169,19265,0,0.0
26,16704,0,28359,13353,1,0.0
28,11971,1,32400,13185,0,0.0
32,21441,2,39173,15173,1,0.0
41,41476,0,16179,643,0,0.0
55,24677,0,41343,16404,1,0.0
52,37818,2,40495,11264,1,0.0
47,11868,2,11487,677,1,0.0
48,28055,2,19760,15931,0,0.0
22,11728,0,31439,9291,0,0.0
61,17632,1,31929,2650,1,0.0
31,22043,1,11291,3469,1,0.0
28,16403,2,32472,7886,1,0.0
26,25732,0,34403,10256,1,0.0
51,28526,0,7501,11592,1,0.0
29,19340,2,48040,11063,1,0.0
52,48952,0,6755,10622,1,0.0
52,32394,0,41158,5684,1,0.0
18,43021,0,10816,19071,1,0.0
57,14102,2,22600,13457,0,0.0
39,46310,2,37616,6596,1,0.0
46,29159,2,6890,15151,1,0.0
25,16212,1,16223,17800,1,0.0
28,41824,1,29966,7074,1,1.0
58,47405,2,12688,491,0,0.0
54,21525,0,44268,17143,1,0.0
31,38760,0,44484,19885,1,0.0
47,37457,2,32553,18472,1,0.0
52,20532,0,8746,211,1,0.0
38,23518,0,23579,13644,1,0.0
54,16476,1,18014,7975,0,0.0
22,29743,0,46961,3722,1,0.0
36,11004,0,41397,11709,1,0.0
31,47485,2,12766,10157,1,0.0
43,13271,1,11147,16687,0,0.0
21,10209,1,6063,3772,0,0.0
42,35463,0,13830,18165,0,0.0
62,15539,2,48702,14121,0,0.0
59,29977,1,14334,3225,1,0.0
42,18606,1,15312,8999,1,0.0
35,44052,0,30127,11382,0,0.0
57,13148,1,41043,1353,0,0.0
25,43536,2,5976,8371,1,1.0
56,15607,2,49174,9072,0,0.0
57,29586,1,16739,18214,1,0.0
31,39250,2,9069,4698,0,0.0
49,28594,2,20604,19184,0,0.0
55,17399,0,19612,6902,0,0.0
50,35117,1,44170,16606,0,0.0
40,43126,1,5345,2237,0,0.0
32,43617,0,42710,18962,0,0.0
50,17498,0,24326,1778,1,0.0
42,47290,0,14363,17004,1,0.0
34,19628,0,8770,16305,1,0.0
50,10329,2,49121,12505,1,0.0
64,48619,2,13424,6379,0,0.0
19,17032,0,16990,4263,1,0.0
31,48034,1,13048,11019,0,0.0
57,47122,1,33722,2240,0,0.0
57,30622,1,49867,14577,0,0.0
56,38584,0,49659,8043,1,0.0
23,14722,2,37137,1362,0,0.0
23,27772,2,20573,18624,0,0.0
20,30569,2,21834,6535,0,0.0
24,13235,2,14554,6744,0,0.0
25,14576,1,38118,8284,1,0.0
59,36707,1,32272,17622,0,0.0
32,43868,2,47268,6492,1,0.0
64,40285,0,41772,7502,0,0.0
46,34154,2,16117,3470,1,1.0
50,30054,2,26062,4201,1,1.0
47,27165,0,21628,5351,1,0.0
56,24439,2,18015,15327,1,0.0
44,32515,1,9734,15917,1,0.0
53,36962,0,20162,13488,1,0.0
46,47763,0,49505,5413,1,0.0
55,29464,2,14659,7432,0,0.0
50,40413,1,21795,13831,0,0.0
54,43270,1,38581,11426,1,0.0
44,30269,1,33917,3628,1,0.0
50,41541,2,23114,18152,1,0.0
21,18009,2,11643,13364,0,0.0
39,27007,1,18269,5352,0,0.0
19,36462,2,23358,2901,0,0.0
27,21542,1,38317,15018,1,0.0
22,27434,2,37493,17925,1,0.0
27,39765,0,23321,13238,1,0.0
50,33769,0,5203,2091,0,0.0
55,32465,2,20718,10842,1,0.0
30,31868,2,41356,9923,1,0.0
48,30156,1,40304,13827,1,0.0
64,30300,0,27172,14968,0,0.0
53,23435,1,13298,8283,1,0.0
62,14114,2,25195,4854,1,0.0
41,46135,1,40469,5049,0,0.0
32,18095,1,49857,5557,0,0.0
46,47909,2,15411,4432,0,0.0
25,13951,0,12825,12006,0,0.0
22,31468,1,36238,7987,1,0.0
46,37073,2,43742,5020,1,0.0
64,44341,1,9090,19398,1,0.0
21,12768,2,28340,18400,0,0.0
29,48070,2,32151,977,0,0.0
62,43979,2,48327,7034,0,0.0
19,35351,0,14252,1258,0,0.0
44,25445,0,40314,12047,1,0.0
48,11160,2,8736,17681,1,0.0
53,32361,0,6672,10170,0,0.0
53,17041,1,5401,7397,1,0.0
43,28767,0,20322,6872,1,0.0
60,20846,0,30177,1732,0,0.0
44,48644,1,16191,15860,1,0.0
22,29924,1,42081,2942,1,0.0
37,23882,1,19665,16832,1,0.0
28,24738,2,49412,9429,0,0.0
27,31019,1,49594,4500,0,0.0
57,11095,1,44047,15068,0,0.0
55,48669,1,36513,15226,0,0.0
23,24123,2,7967,165,1,0.0
25,38132,0,42018,12872,0,0.0
40,11079,2,29795,12219,1,0.0
64,39657,0,8238,19158,1,0.0
43,42375,1,13513,9638,0,0.0
63,34754,2,7738,5020,0,0.0
60,41153,2,9936,16830,0,0.0
29,28344,0,39604,96,0,0.0
43,44241,2,35806,2426,1,0.0
30,47656,2,6568,10909,1,0.0
57,14979,0,48282,19641,1,0.0
35,11212,2,35860,13555,0,0.0
42,19001,2,9720,8694,0,0.0
50,23248,1,45725,8189,0,0.0
64,43187,1,48923,12656,0,0.0
57,25608,1,13544,8256,1,0.0
60,46427,1,30604,6740,0,0.0
29,41368,1,44293,15309,1,0.0
61,15283,2,21083,14105,1,0.0
53,35854,2,12935,17045,1,0.0
21,20715,1,35029,8672,0,0.0
22,26165,0,31585,14078,0,0.0
54,44108,1,28898,6879,1,1.0
25,36797,2,28449,4662,0,0.0
59,20584,0,11737,7815,0,0.0
45,24780,1,40308,3261,0,0.0
48,47905,0,25203,405,1,0.0
26,31573,1,34059,3560,1,0.0
46,43359,2,30448,11575,1,0.0
31,10526,1,22218,11859,1,0.0
57,17855,0,24708,13153,1,0.0
58,44060,2,22013,7856,0,0.0
39,39482,1,7986,9309,0,0.0
28,26571,1,29317,6690,1,0.0
40,41740,1,30382,11674,1,0.0
18,29142,1,11485,19824,1,0.0
63,35104,2,35504,741,1,0.0
54,18625,2,28528,11431,0,0.0
38,49199,1,16772,7181,1,1.0
43,25926,2,15152,7731,0,0.0
63,41218,0,17531,2921,1,0.0
53,36380,2,35078,7374,0,0.0
40,30566,0,43635,7023,0,0.0
18,43205,0,30919,5561,0,0.0
57,39717,2,27900,5634,1,1.0
32,35135,1,42394,910,1,0.0
38,38164,2,40030,4702,1,0.0
64,18953,0,7414,17802,1,0.0
26,48562,0,15353,14573,0,0.0
26,13574,2,20559,12501,1,0.0
27,30169,0,17312,4038,1,0.0
43,31604,2,32557,19829,1,0.0
58,34134,2,43008,131,1,0.0
52,33202,1,19053,10248,1,0.0
42,10684,0,46817,16536,0,0.0
43,47001,2,42890,18862,0,0.0
28,18007,0,9993,16688,0,0.0
55,45096,2,23876,16282,1,0.0
19,19255,2,13211,2519,1,0.0
24,42262,1,18515,6112,0,0.0
35,28093,2,46765,992,1,0.0
44,15782,1,21335,5647,0,0.0
51,11234,0,7175,10751,0,0.0
44,47973,1,7405,7597,0,0.0
34,44188,1,12341,18093,0,0.0
60,41996,0,29284,16854,0,0.0
61,39204,1,33002,19849,1,0.0
41,27152,1,30456,3566,1,0.0
42,35019,2,31260,8704,1,0.0
24,29488,1,48924,11585,1,0.0
23,47123,2,20963,3285,0,0.0
41,29689,1,22989,12029,0,0.0
50,38506,0,23941,10384,0,0.0
46,27715,0,30019,12846,0,0.0
60,23765,1,20779,13079,1,0.0
39,31942,2,23426,14036,0,0.0
43,48712,1,35183,8551,0,0.0
45,49894,2,5778,284,0,0.0
38,48031,1,40927,15100,1,0.0
24,30478,0,11395,3277,0,0.0
34,32551,0,39514,19015,0,0.0
37,38072,2,10974,1757,0,0.0
58,45561,1,10150,13452,1,0.0
37,12892,2,17132,15295,1,0.0
39,43966,0,47811,5787,0,0.0
45,34395,2,23492,9604,1,1.0
57,28756,1,42442,8549,1,0.0
24,32174,2,41764,19849,0,0.0
18,44651,1,27466,6730,1,1.0
49,10797,1,14550,14608,1,0.0
30,18209,0,40394,15779,0,0.0
47,31346,1,38258,3141,0,0.0
40,38024,1,14487,11068,1,0.0
36,39414,1,15273,14256,0,0.0
49,15947,2,35931,196,1,0.0
47,19617,0,24755,18258,0,0.0
46,30704,2,18684,5830,1,1.0
62,38702,2,31748,15868,0,0.0
46,11892,0,16366,6679,1,0.0
47,39754,2,36863,7986,1,0.0
33,13424,2,33329,937,1,0.0
57,23418,1,42757,18578,1,0.0
36,39886,2,49789,11722,1,0.0
35,44783,0,31525,13989,1,0.0
18,33057,2,41148,11118,1,0.0
31,14833,1,43457,13432,1,0.0
64,19894,2,46371,14919,0,0.0
19,10565,0,45241,8538,1,0.0
45,28402,1,6676,15612,0,0.0
47,20315,2,45558,11036,0,0.0
55,22834,0,10282,8310,1,0.0
21,12314,0,31222,10972,0,0.0
18,47180,2,18376,10319,0,0.0
25,13883,2,14431,18850,0,0.0
46,20051,1,38370,8775,0,0.0
56,21695,2,6937,19143,0,0.0
20,33123,1,29505,1708,0,0.0
49,17902,2,29601,6377,1,0.0
27,27573,0,44580,14269,1,0.0
27,39374,0,34255,8863,0,0.0
36,22288,0,6067,15507,1,0.0
63,16884,0,18401,18069,0,0.0
51,20559,1,43020,10269,0,0.0
50,28125,0,18472,18869,0,0.0
40,13688,1,38147,9888,1,0.0
45,33869,1,30860,19985,1,0.0
49,48137,1,25131,17837,1,0.0
24,14023,2,10196,19590,0,0.0
46,27100,1,26516,19374,1,0.0
25,46735,2,27424,10493,1,0.0
18,17423,1,18881,15342,0,0.0
20,49218,2,35593,11450,1,0.0
41,22213,2,49887,17734,1,0.0
40,45983,0,46505,6342,1,0.0
25,43158,1,10259,15216,1,0.0
64,38460,2,29850,5434,0,0.0
54,41017,0,49401,17663,0,0.0
20,43000,1,36593,17204,0,0.0
50,36502,0,15461,9535,0,0.0
45,40990,2,32684,6119,0,0.0
64,29515,0,40690,18679,0,0.0
25,39991,0,34824,16387,1,0.0
51,17634,1,8387,2560,0,0.0
52,21498,2,26826,10745,0,0.0
49,20916,1,19553,30,1,0.0
41,39377,1,47830,8132,1,0.0
31,43001,0,11959,12996,0,0.0
49,11391,2,47715,17269,1,0.0
63,24184,1,34379,4038,1,0.0
60,37114,2,27674,18674,0,0.0
33,21882,1,14559,3894,1,0.0
21,27273,0,37252,4596,1,0.0
54,27129,1,31104,16588,0,0.0
38,10427,1,5551,9675,0,0.0
31,41416,1,5133,12453,1,0.0
48,10731,2,11607,7820,1,0.0
35,10799,0,16103,16915,0,0.0
24,38873,2,47973,10284,0,0.0
27,17025,1,34858,12744,1,0.0
24,24481,0,44367,8016,1,0.0
50,35411,2,18372,16610,0,0.0
40,41358,1,42892,6142,0,0.0
38,24961,0,38828,7482,0,0.0
36,31767,0,19048,18483,1,0.0
36,46135,1,35423,7313,0,0.0
53,31392,0,23570,14030,0,0.0
46,23262,0,24049,9512,0,0.0
35,15229,2,40938,19045,1,0.0
19,33772,0,15919,1664,1,0.0
18,28799,2,36680,17909,1,0.0
64,33555,2,41874,14750,0,0.0
22,36616,2,41189,3654,0,0.0
37,29333,2,21303,13733,0,0.0
28,14261,0,40046,18951,0,0.0
59,13466,0,22548,17480,1,0.0
19,13088,2,22001,3098,1,0.0
20,11115,0,37699,19624,0,0.0
40,14578,2,33720,11014,0,0.0
29,12590,2,38218,7778,0,0.0
37,17372,2,14990,11119,0,0.0
22,13573,1,17778,13185,0,0.0
54,12978,0,45140,14250,1,0.0
55,19422,0,39660,3614,0,0.0
47,33697,2,26912,17231,1,0.0
26,40820,0,31798,14254,1,0.0
51,47743,2,8808,3616,0,0.0
61,14925,0,14476,2704,1,0.0
52,39430,2,21606,3893,1,1.0
39,38834,2,33940,11573,0,0.0
61,34435,1,28337,11263,0,0.0
41,31676,2,28420,2994,0,0.0
34,29814,1,34590,4533,0,0.0
27,24716,0,34056,1500,1,0.0
47,37528,0,6609,18826,0,0.0
63,11995,1,34297,1725,1,0.0
40,32414,0,32866,9757,1,0.0
49,23844,1,38991,14392,1,0.0
34,46659,0,6907,7341,0,0.0
34,25522,1,19978,16709,1,0.0
31,49913,1,30938,4417,1,0.0
26,18498,2,15943,10422,0,0.0
57,12102,0,10810,2666,1,0.0
19,45798,2,49929,9401,1,0.0
62,18524,1,42705,16003,0,0.0
42,40846,2,27132,7152,1,1.0
56,18107,1,22615,17225,1,0.0
26,28268,0,14939,11628,1,0.0
39,34399,0,48518,4778,0,0.0
60,19624,0,34954,16169,1,0.0
63,37126,1,5737,18455,0,0.0
21,33131,2,25820,17668,0,0.0
43,30714,0,47911,17762,0,0.0
46,45877,1,17321,6339,1,1.0
62,28570,2,37567,19042,1,0.0
51,22482,1,9418,19945,1,0.0
40,44318,1,47164,10079,1,0.0
54,43414,0,6986,18362,0,0.0
28,31040,1,38114,12919,1,0.0
23,23407,1,43593,13758,1,0.0
35,43305,2,38983,11353,0,0.0
38,24166,0,48728,18608,1,0.0
59,16572,1,27182,14156,0,0.0
53,43002,1,36989,10271,0,0.0
58,36972,2,38012,16239,0,0.0
55,32923,1,28442,7089,0,0.0
51,11909,1,16243,13014,1,0.0
34,42848,1,5132,17337,0,0.0
54,12083,1,20556,5917,0,0.0
42,27140,1,22754,8261,1,0.0
55,12670,2,38855,15350,0,0.0
29,46519,1,14839,9286,0,0.0
40,48029,1,47851,5742,1,0.0
59,24691,1,25386,4253,0,0.0
39,49620,1,48220,16932,1,0.0
38,44262,0,18828,1839,1,0.0
44,35595,0,46078,18335,0,0.0
48,43440,0,40671,14661,1,0.0
23,18630,0,28206,9250,0,0.0
44,41250,2,5894,11743,1,0.0
57,38798,0,6265,18891,1,0.0
51,43212,2,27807,11682,0,0.0
29,21982,0,36143,12798,0,0.0
62,18655,2,14965,11151,1,0.0
24,28582,0,35412,14198,0,0.0
27,45055,1,37229,9074,0,0.0
62,14008,0,37748,7603,0,0.0
34,10496,0,46273,19009,1,0.0
43,44231,0,23090,5893,0,0.0
38,33212,1,45102,2153,1,0.0
45,30637,2,33041,4761,1,0.0
63,26877,2,18374,3566,1,0.0
19,27810,1,20375,16643,0,0.0
60,19884,0,7393,9700,0,0.0
18,12723,0,16802,1844,0,0.0
53,14761,0,41462,7269,0,0.0
43,17630,2,19911,12206,0,0.0
46,26375,2,25064,11443,0,0.0
38,35218,1,15655,1533,1,1.0
28,40565,1,46864,5596,1,0.0
57,47118,2,11410,9615,0,0.0
28,42975,0,41165,18404,1,0.0
53,37073,0,25381,6358,1,0.0
56,14190,0,38678,1691,1,0.0
57,11883,0,27970,8519,0,0.0
52,12886,1,31321,1588,1,0.0
51,18953,1,23507,16481,1,0.0
64,18381,2,23235,4754,1,0.0
41,33238,1,17863,6173,0,0.0
39,23795,0,49725,9289,1,0.0
22,40428,2,6615,14507,0,0.0
50,19638,1,15582,8052,0,0.0
53,14931,1,32338,14419,0,0.0
64,48492,1,14397,15320,0,0.0
37,36411,1,41794,5704,1,0.0
36,30534,1,34655,7911,1,0.0
52,46828,0,44637,1277,1,0.0
60,39181,0,48639,10903,1,0.0
34,47533,0,23830,14135,1,0.0
62,29996,1,41080,16902,1,0.0
60,16553,2,13014,11715,1,0.0
51,28073,0,42787,7815,1,0.0
26,17130,0,48061,183,0,0.0
43,39405,1,8216,9164,0,0.0
19,45954,2,26859,2388,1,1.0
26,15789,0,25053,3827,0,0.0
26,38930,0,16222,2497,0,0.0
57,27529,2,23908,13562,0,0.0
34,17942,1,33693,3479,1,0.0
18,17548,2,28882,8757,0,0.0
42,28296,1,18603,1935,0,0.0
60,42244,0,32883,9018,1,0.0
57,10296,2,18340,11309,1,0.0
59,12409,2,48702,16733,1,0.0
42,44229,0,23345,16482,0,0.0
56,40846,0,27687,18153,0,0.0
52,45036,1,34581,1804,1,0.0
20,49322,0,42393,9252,1,0.0
54,37167,0,33197,11701,1,0.0
61,38991,2,13292,4170,1,1.0
61,27801,1,47273,16785,1,0.0
47,17358,0,8448,8379,0,0.0
55,32588,2,24628,12176,1,0.0
51,27671,0,19678,16526,0,0.0
29,27502,0,43815,12395,1,0.0
36,35128,0,31477,220,0,0.0
54,41645,0,6214,4240,0,0.0
61,17637,1,28990,7001,1,0.0
34,10660,2,25010,12292,0,0.0
27,16922,2,47326,16771,0,0.0
64,38161,0,45643,14903,1,0.0
29,13970,2,36564,11223,0,0.0
33,13407,0,49583,5991,0,0.0
41,37843,2,43247,559,0,0.0
36,19046,1,30078,1839,1,0.0
25,33800,1,5172,1771,1,1.0
48,24547,2,22270,7676,0,0.0
38,47528,0,33108,9827,0,0.0
34,41389,0,21044,18452,1,0.0
40,40346,0,11263,16900,1,0.0
54,32748,0,25752,9412,0,0.0
33,46855,1,16621,660,0,0.0
23,35848,0,47369,19800,0,0.0
25,17607,0,12056,377,1,0.0
42,46787,0,26337,11474,0,0.0
35,43583,0,19245,159,0,0.0
42,22563,1,37676,15929,0,0.0
29,43690,2,5260,4174,1,1.0
32,39176,2,6352,2199,0,0.0
43,24925,0,10243,12980,0,0.0
58,31251,0,47459,10229,0,0.0
62,27648,2,24390,10591,1,0.0
43,30108,1,33194,13238,0,0.0
64,20979,1,35847,6276,0,0.0
49,12722,1,24204,18372,1,0.0
27,15355,1,5166,8168,0,0.0
33,38799,1,26310,865,1,1.0
24,45318,1,22439,9600,1,1.0
34,42705,1,6254,4915,1,1.0
40,33070,1,9286,6241,1,1.0
43,21284,1,13009,16153,1,0.0
38,31737,0,9007,7135,1,0.0
39,33241,1,19992,16197,0,0.0
24,37414,0,45526,17938,1,0.0
31,30895,2,14723,4047,0,0.0
32,36771,0,33104,16515,1,0.0
